candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Margarita Ruiz Johnson,,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,
Mark Gibson,MarkGibsonTX22,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,True,0,2,11,0,3,0,0,0,1,0,0,0,0,0,0,0,6,60,14,26,20,2.2
Sri Preston Kulkarni,SriPKulkarni,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.81,31.85,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,,True,1,24,8,3,11,7,7,4,4,0,4,5,5,6,1,4,30,510,111,128,271,2.627450980392157
Steve Brown,stevebrowntx,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,20.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,Yes,No,,,,,,True,1,13,28,0,7,4,1,9,14,1,8,1,1,1,0,1,73,707,243,292,172,1.799151343705799
Angela Villescaz,VillescazAngela,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,9.0900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,No,,True,0,1,1,2,5,1,1,0,1,0,0,1,1,1,0,0,4,177,33,74,70,2.4180790960451977
Gina Ortiz Jones,GinaOrtizJones,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-0.63,41.560001,Yes,Nonwhite,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,Yes,,True,4,8,52,1,17,2,28,18,4,0,3,1,1,1,5,2,19,483,136,125,222,2.3561076604554865
Jay Hulings,jayhulings,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,14.98,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,True,0,1,3,0,1,0,2,2,0,0,0,0,0,0,0,0,11,108,26,26,56,2.5555555555555554
Judy Canales,JudyforTexas,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,16.99,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,True,0,1,3,0,3,0,9,3,0,0,0,0,0,0,0,0,0,53,4,15,34,3.1320754716981134
Rick TreviÃÂ±o,rtrev1984,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,None,-0.63,17.379998999999998,No,Nonwhite,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,No,,True,2,8,50,0,8,5,1,2,9,0,2,1,1,1,1,1,39,976,347,352,277,1.8565573770491803
Jan McDowell,JanMcDowellDEM,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-12.78,52.470001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,55,56,0,34,2,8,16,19,0,7,2,2,2,3,6,98,746,171,242,333,2.4343163538873993
John Biggan,JohnBiggan,BigganForTexas,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,21.52,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,1,0,2,0,5,0,1,0,0,0,0,0,0,0,6,58,10,14,34,2.8275862068965516
Josh Imhoff,imhoffjosh,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,6.02,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,8,7,2,1.2941176470588236
Todd Allen,ToddAllenTX,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,20.0,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,1,9,3,1,1,22,1,6,0,0,0,0,0,1,0,10,288,26,125,137,2.7708333333333335
Chetan Panda,panda2018TX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,9.04,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,No,,,,True,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,1,15,73,20,30,23,2.0821917808219177
Chris Perri,ChrisPerriTX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,None,-19.23,32.790001000000004,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,,True,3,34,35,1,21,17,13,25,21,1,18,4,4,4,4,22,50,726,187,201,338,2.4159779614325068
Julie Oliver,JulieForTX25,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-19.23,26.440001,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,,,No,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kathi Thomas,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,21.16,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Hansen,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,10.57,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Linsey Fagan,LinseyFaganTX,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.629999,52.66,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,,,True,2,11,35,0,3,2,7,11,8,0,6,1,1,2,1,2,2,834,99,255,480,2.9136690647482015
Will Fisher,WillFisher4Cong,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,None,-31.629999,47.34,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eric Holguin,EricHolguinTX,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-25.809999,23.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,Yes,,,,,,,True,1,5,9,0,5,5,2,7,2,0,0,0,0,1,3,0,17,264,37,95,132,2.7196969696969697
Raul (Roy) Barrera,RaulRoyBarrera,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,-25.809999,41.23,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,15,31,3.276595744680851
Ronnie McDonald,CongressRonnie,RonnieCMcDonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809999,16.389999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,106,9,40,57,2.9056603773584904
Vanessa Edwards Foster,vanessaefoster,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809999,19.08,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,True,0,7,9,0,14,19,0,13,9,3,2,2,2,3,3,2,157,552,122,345,85,1.8659420289855073
Augustine Reyes,AuggieReyes29,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.8299999,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,4,7,16,2.888888888888889
Dominique Garcia,VoteDGarcia,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.5799999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,,,True,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,5,13,11,2.413793103448276
Hector Morales,HectorMoralesTX,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,3.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,Yes,Yes,,,,,,True,2,1,6,1,1,0,3,2,1,0,0,0,0,0,1,1,3,186,47,71,68,2.225806451612903
Pedro Valencia,vote4pedrov,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,1.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,True,0,2,2,0,9,0,0,1,2,0,1,1,1,1,0,0,6,206,31,71,104,2.70873786407767
Roel Garcia,Roelgarcialaw,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,6.5900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,True,0,0,0,0,2,4,3,0,0,0,0,1,1,1,0,0,5,86,8,31,47,2.9069767441860463
Sylvia Garcia,RepSylviaGarcia,LaCongresista,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,On the Ballot,39.970001,63.259998,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,No,,,,,,,True,1,15,30,7,53,1,41,27,3,0,1,3,3,4,6,6,34,1157,138,262,757,3.070008643042351
Tahir Javed,ceojaved,Javed4Congress,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,20.67,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,,True,0,0,9,0,0,0,3,5,0,0,0,0,0,0,0,0,0,95,9,16,70,3.2842105263157895
Adam Bell,voteadambell,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,17.959999,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,,True,1,2,3,0,1,0,1,1,0,0,1,0,0,0,0,32,2,81,9,15,57,3.185185185185185
Lorie Burch,LorieB4Congress,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-20.709999,49.610001,Yes,White,No,Yes,No,No,No,No,,,No,,,,,Yes,,,,,,True,1,16,17,0,12,3,15,10,5,0,8,2,2,3,10,5,2,792,102,174,516,3.0454545454545454
Medrick Yhap,MedrickRYhap,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,,True,0,23,13,0,2,0,1,1,5,0,2,1,1,1,1,0,7,287,86,111,90,2.0278745644599305
Sam Johnson,SamsPressShop,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,None,-20.709999,28.68,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,,True,1,0,10,0,0,0,0,6,2,0,0,0,0,0,0,1,7,156,76,68,12,1.1794871794871795
Christine Mann,DrMann4Congress,DrChristineMann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,None,-17.379998999999998,33.509998,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,True,2,63,127,28,8,3,4,18,7,1,8,3,3,3,3,2,42,1994,629,772,593,1.9638916750250752
Kent Lester,ElectKentLester,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379998999999998,10.32,No,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,1,1,0,0,0,4,0,3,0,0,0,0,0,0,1,5,95,15,17,63,3.0105263157894737
M.J. Hegar,mjhegar,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-17.379998999999998,44.93,Yes,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,10,6,0,7,0,3,5,2,0,0,0,0,0,1,3,3,547,79,135,333,2.9287020109689212
Mike Clark,mcforcongress,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379998999999998,11.23,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,True,0,10,6,1,3,0,3,0,5,1,8,0,0,0,1,4,19,186,29,53,104,2.806451612903226
Brett Shipp,brett_shipp,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,16.34,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,,True,0,1,7,0,4,2,7,1,3,2,5,0,0,0,0,1,11,460,160,192,108,1.7739130434782608
Colin Allred,ColinAllredTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-4.98,38.43,Yes,Nonwhite,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,True,2,21,62,2,8,1,30,20,19,0,3,0,0,1,10,4,25,775,128,171,476,2.898064516129032
Ed Meier,EdforTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,13.7,No,White,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,True,1,1,67,0,7,0,12,18,34,0,11,0,0,1,4,0,71,531,177,130,224,2.177024482109228
George Rodriguez,George4Texas,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,7.5900002,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,,,,,,,,True,0,19,15,0,19,0,12,4,5,0,1,0,0,0,1,4,16,396,60,112,224,2.8282828282828283
Lillian Salerno,Lillian_Salerno,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,None,-4.98,18.35,No,White,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,True,1,24,24,2,6,0,3,17,5,0,3,1,1,1,1,0,23,536,83,106,347,2.985074626865672
Ron Marshall,RonMarshall20,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,3.24,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Todd Maternowski,ToddMaternowski,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,2.3599999,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,2.0
Dayna Steele,daynasteele,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509998,72.0,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,,True,2,73,150,4,49,5,68,101,26,5,11,9,9,10,11,6,74,3236,641,998,1597,2.5908529048207662
Jon Powell,JonPowellTX36,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,None,-49.509998,28.0,No,White,No,No,Yes,No,Yes,No,,,,,,,No,,,No,,,,True,0,0,8,0,1,0,0,8,16,0,6,0,0,0,0,0,45,360,94,176,90,1.9777777777777779
Catherine Krantz,Krantz4Congress,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-55.029999,68.620003,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,3,36,5,17,0,23,26,7,0,0,1,1,1,1,3,9,678,97,204,377,2.825958702064897
Lander Bethel,,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,None,-55.029999,31.379999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,
Dan Wood,DanWood2020,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.360001,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,10,17,0,7,6,3,3,4,1,0,0,0,0,0,1,28,220,55,61,104,2.4454545454545453
Jana Lynne Sanchez,janasanchez,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-16.030001000000002,36.900002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,True,0,4,32,1,10,2,3,10,6,0,1,0,0,0,0,2,14,772,184,256,332,2.383419689119171
John Duncan,JohnWDuncanTX,RepJohnDuncanJr,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,13.52,No,White,No,Yes,No,No,No,No,,,,,,,No,,,,,,,True,0,15,18,0,7,1,4,5,4,0,2,5,5,5,6,0,26,296,67,65,164,2.6554054054054053
Justin Snider,Snider4Congress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,6.849999900000001,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Levii Shocklee,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ruby Faye Woolridge,RubyWoolridge,RubyForCongress,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001000000002,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,True,0,3,5,1,5,1,6,1,1,0,0,1,1,1,0,1,21,352,65,96,191,2.715909090909091
Alex Triantaphyllis,AlexTforTexas,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,True,0,5,18,4,10,0,4,12,9,0,9,2,2,2,4,5,32,471,83,129,259,2.7473460721868364
Ivan Sanchez,lsanchez402,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Cargas,Cargas7,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,True,0,9,14,0,11,8,0,3,5,0,17,1,1,1,0,4,32,305,97,108,100,2.019672131147541
Jason Westin,DrWestinForTX07,DrJasonWestin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,,True,0,31,180,0,7,2,4,2,21,5,17,5,5,5,3,3,219,1298,312,519,467,2.238828967642527
Joshua Butler,ThePoliticalJab,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laura Moser,lcmoser,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.809999900000001,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,,True,3,76,58,10,45,25,23,16,14,1,16,25,25,27,26,11,176,4026,1019,1574,1433,2.2056631892697465
Lizzie Pannill Fletcher,Lizzie4Congress,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.809999900000001,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,,True,1,47,57,11,12,2,7,2,2,0,4,4,4,5,7,4,31,1019,131,207,681,3.0794896957801767
Beto O'Rourke,BetoORourke,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,On the Ballot,-13.23,61.810001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,,True,1,25,156,0,128,1,79,57,6,0,19,2,2,4,15,4,66,2552,550,793,1209,2.5164576802507836
Edward Kimbrough,,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,0,0,
Sema Hernandez,SemaForTexas,_SemaHernandez_,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,23.719999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,,True,0,71,343,19,150,138,54,50,11,0,89,26,26,31,20,10,286,3817,1168,1653,996,1.909876866649201
Kurt Weiland,kurtfweiland,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,None,-37.259998,43.150002,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2,6,20,3.2857142857142856
Lee Castillo,Lee4USCongress,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259998,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,,True,0,0,9,0,5,0,3,2,2,0,1,0,0,0,3,1,2,325,49,115,161,2.689230769230769
Jenny Wilson,JennyWilsonUT,,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,21,65,2,35,12,27,27,18,0,31,2,2,3,6,3,31,1657,292,483,882,2.712130356065178
Edwin Santana,votesantana192,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Suddarth,SuddarthforVA01,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129999,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,True,1,55,48,1,8,11,10,15,14,0,15,1,1,1,3,3,55,547,130,193,224,2.343692870201097
Vangie Williams,VangieWilliams,Vangie4Congress,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,True,1,32,34,0,9,2,20,17,7,0,16,2,2,2,3,2,5,1402,172,370,860,2.9814550641940087
Alison Kiehl Friedman,AlisonforVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,,True,1,22,11,0,4,0,2,5,5,0,3,1,1,1,1,3,18,298,33,87,178,2.9731543624161074
Dan Helmer,helmerva10,HelmerVA,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,True,2,138,37,1,25,6,7,21,8,0,30,3,3,3,12,5,183,1118,331,388,399,2.1216457960644006
Jennifer Wexton,RepWexton,JenniferWexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889999,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,,True,1,79,122,8,21,3,29,47,25,1,19,5,5,6,20,13,90,1229,302,334,593,2.473555736371033
Julia Biggins,BigginsForVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,,True,2,45,25,2,7,7,12,6,1,0,17,2,2,2,6,1,32,841,134,264,443,2.7348394768133173
Lindsey Davis Stover,LindseyForUS,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,,True,1,30,30,0,4,0,18,6,8,0,1,3,3,4,1,3,22,443,66,110,267,2.9074492099322797
Paul Pelletier,PePelletier,PaulForVirginia,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,True,1,37,5,0,0,7,0,3,2,1,1,0,0,0,0,0,38,352,63,104,185,2.6931818181818183
Elaine Luria,RepElaineLuria,ElaineLuriaVA,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,,True,4,28,38,3,3,2,11,13,1,0,15,1,1,1,2,2,13,584,94,135,355,2.893835616438356
Karen Mallard,KarenMallard,mallardforva,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,,True,2,81,27,3,5,1,31,15,5,0,12,1,1,2,4,7,46,775,123,218,434,2.8025806451612905
Leslie Cockburn,TeamCockburn,LeslieCockburn,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100.0,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,,True,1,15,50,5,18,4,11,12,5,0,13,3,3,3,0,4,61,658,179,159,320,2.4285714285714284
Charlotte Moore,MooreforVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,,True,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,4,6,2.6666666666666665
Jennifer Lewis,JenniferForVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,True,2,28,50,9,12,2,13,12,1,0,14,0,0,4,14,2,10,677,152,266,259,2.3161004431314622
Peter Volosin,votevolosin,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,,True,0,10,9,0,5,0,12,24,6,0,6,1,1,1,6,0,10,288,89,73,126,2.2569444444444446
Sergio Coppola,SergioCoppolaVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.679999799999999,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,True,0,0,7,0,0,0,3,1,0,0,0,0,0,0,0,1,1,115,22,26,67,2.782608695652174
Abigail Spanberger,RepSpanberger,SpanbergerVA07,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,No,,True,2,29,59,4,14,4,25,41,7,1,12,3,3,4,7,8,17,1606,185,308,1113,3.1556662515566627
